county,refinery,cropres,forestres,scrapwood,mt_gas_at_refinery,mt_diesel_at_refinery,ft,m2g,pd,pg
6047,56.0,0.0,0.0,23718.94,4269.4092,0.0,0.0,23718.94,0.0,0.0
6049,54.0,21400.0,0.0,0.0,0.0,3638.0,21400.0,0.0,0.0,0.0
6049,62.0,0.0,324600.0,0.0,58428.0,0.0,0.0,324600.0,0.0,0.0
6049,71.0,0.0,0.0,101699.154,18305.84772,0.0,0.0,101699.154,0.0,0.0
6051,47.0,0.0,52293.1986667,0.0,9412.77576,0.0,0.0,52293.1986667,0.0,0.0
6051,51.0,190.0,0.0,0.0,0.0,32.3,190.0,0.0,0.0,0.0
6051,56.0,0.0,23706.8013333,29216.0,9526.10424,0.0,0.0,52922.8013333,0.0,0.0
6053,3.0,54670.0,93200.0,39279.4,23846.292,9293.9,54670.0,132479.4,0.0,0.0
6055,61.0,0.0,123100.0,33115.3,28118.754,0.0,0.0,156215.3,0.0,0.0
6055,62.0,39870.0,0.0,0.0,0.0,6777.9,39870.0,0.0,0.0,0.0
6057,5.0,0.0,122246.6,0.0,22004.388,0.0,0.0,122246.6,0.0,0.0
6057,51.0,390.0,0.0,0.0,0.0,66.3,390.0,0.0,0.0,0.0
6057,52.0,0.0,104453.4,91364.8,35247.276,0.0,0.0,195818.2,0.0,0.0
6059,68.0,40.0,9900.0,551466.0,101045.88,6.8,40.0,561366.0,0.0,0.0
6061,5.0,51050.0,0.0,0.0,0.0,8678.5,51050.0,0.0,0.0,0.0
6061,47.0,0.0,167200.0,0.0,30096.0,0.0,0.0,167200.0,0.0,0.0
6061,52.0,0.0,0.0,117438.9,21139.002,0.0,0.0,117438.9,0.0,0.0
6063,7.0,0.0,375100.0,293442.31,120337.6158,0.0,0.0,668542.31,0.0,0.0
6065,1.0,0.0,225900.0,220382.0,80330.76,0.0,0.0,446282.0,0.0,0.0
6065,50.0,80980.0,0.0,0.0,0.0,13766.6,80980.0,0.0,0.0,0.0
6067,5.0,193810.0,700.0,161319.0,29163.42,32947.7,193810.0,162019.0,0.0,0.0
6069,3.0,6350.0,40900.0,9310.3,9037.854,1079.5,6350.0,50210.3,0.0,0.0
6071,53.0,2370.0,622500.0,249443.0,156949.74,402.9,2370.0,871943.0,0.0,0.0
6073,2.0,26080.0,244900.0,414573.0,118705.14,4433.6,26080.0,659473.0,0.0,0.0
6075,61.0,0.0,0.0,60599.2,10907.856,0.0,0.0,60599.2,0.0,0.0
6077,47.0,471384.554,2300.0,0.0,414.0,80135.37418,471384.554,2300.0,0.0,0.0
6077,51.0,39265.446,0.0,0.0,0.0,6675.12582,39265.446,0.0,0.0,0.0
6077,52.0,0.0,0.0,85189.0,15334.02,0.0,0.0,85189.0,0.0,0.0
6079,55.0,47370.0,118600.0,35580.5,27752.49,8052.9,47370.0,154180.5,0.0,0.0
6081,4.0,980.0,28300.0,80128.6,19517.148,166.6,980.0,108428.6,0.0,0.0
6083,65.0,31920.0,78900.0,46705.4,22608.972,5426.4,31920.0,125605.4,0.0,0.0
6085,4.0,9020.0,67900.0,145442.0,38401.56,1533.4,9020.0,213342.0,0.0,0.0
6087,3.0,0.0,75700.0,45234.3,21768.174,0.0,0.0,120934.3,0.0,0.0
6087,4.0,2960.0,0.0,0.0,0.0,503.2,2960.0,0.0,0.0,0.0
6089,7.0,0.0,555457.69,0.0,99982.3842,0.0,0.0,555457.69,0.0,0.0
6089,8.0,17850.0,78982.39,0.0,14216.8302,3034.5,17850.0,78982.39,0.0,0.0
6089,56.0,0.0,28759.92,254077.1,50910.6636,0.0,0.0,282837.02,0.0,0.0
6091,5.0,0.0,108000.0,0.0,19440.0,0.0,0.0,108000.0,0.0,0.0
6091,52.0,0.0,0.0,85435.0,15378.3,0.0,0.0,85435.0,0.0,0.0
6093,54.0,51190.0,0.0,0.0,0.0,8702.3,51190.0,0.0,0.0,0.0
6093,70.0,0.0,0.0,134315.954,24176.87172,0.0,0.0,134315.954,0.0,0.0
6093,71.0,0.0,732700.0,231597.846,173573.61228,0.0,0.0,964297.846,0.0,0.0
6095,54.0,106030.0,0.0,0.0,0.0,18025.1,106030.0,0.0,0.0,0.0
6095,73.0,0.0,3000.0,49744.1,9493.938,0.0,0.0,52744.1,0.0,0.0
6097,57.0,57750.0,293200.0,91952.0,69327.36,9817.5,57750.0,385152.0,0.0,0.0
6099,47.0,0.0,11600.0,0.0,2088.0,0.0,0.0,11600.0,0.0,0.0
6099,56.0,163510.0,0.0,36374.0,6547.32,27796.7,163510.0,36374.0,0.0,0.0
6101,73.0,478170.0,0.0,8461.2,1523.016,81288.9,478170.0,8461.2,0.0,0.0
6103,8.0,39410.0,246100.0,101289.3,62530.074,6699.7,39410.0,347389.3,0.0,0.0
6105,8.0,110.0,516300.0,223958.31,133246.4958,18.7,110.0,740258.31,0.0,0.0
6107,47.0,13887.168,117800.0,123388.1,43413.858,2360.81856,13887.168,241188.1,0.0,0.0
6107,48.0,347572.832,0.0,0.0,0.0,59087.38144,347572.832,0.0,0.0,0.0
6109,56.0,190.0,228000.0,141626.7,66532.806,32.3,190.0,369626.7,0.0,0.0
6111,6.0,0.0,30000.0,99480.0,23306.4,0.0,0.0,129480.0,0.0,0.0
6111,60.0,28010.0,0.0,0.0,0.0,4761.7,28010.0,0.0,0.0,0.0
6113,54.0,392228.407778,0.0,0.0,0.0,66678.8293222,392228.407778,0.0,0.0,0.0
6113,70.0,31861.5922222,0.0,0.0,0.0,5416.47067778,31861.5922222,0.0,0.0,0.0
6113,73.0,0.0,22300.0,23663.3,8273.394,0.0,0.0,45963.3,0.0,0.0
6115,5.0,133490.0,95800.0,37850.7,24057.126,22693.3,133490.0,133650.7,0.0,0.0
